label;nz;tf;TF;entropy
billion;7;7;7;2.807354922057604
billions;4;4;4;2.0
bin;4;5;5;1.9219280948873625
binary;27;30;30;4.7068905956085185
binding;9;14;14;2.699513850319966
biochemistry;12;17;17;3.4548223999466066
biofuels;5;5;5;2.3219280948873626
biogeography;5;7;7;2.2359263506290326
biographer;36;47;47;5.038319436645928
biography;29;43;43;4.562049418452559
biologist;14;15;15;3.773557262275185
biology;18;32;32;3.625807235905091
biomass;5;5;5;2.3219280948873626
biome;3;3;3;1.584962500721156
birch;5;5;5;2.3219280948873626
bird;63;102;102;5.405255677158943
birth;77;183;183;5.3152555223291715
birthday;31;40;40;4.7439427079182686
birthmark;4;4;4;2.0
birthplace;16;33;33;3.3085088916268086
birthstone;7;9;9;2.725480556997868
biscuit;11;13;13;3.3927474104487847
bisexual;3;3;3;1.584962500721156
bishop;140;333;333;5.817330427054594
bishopric;17;30;30;3.709685696912064
bison;4;4;4;2.0
bit;43;66;66;5.2410676040758215
bite;8;12;12;2.8553885422075336
bitter;7;14;14;2.09306920777189
bitterness;4;8;8;2.0
bitumen;27;34;34;4.616874605956221
bitwise;4;4;4;2.0
black;54;75;75;5.563827984083522
blackbody;5;5;5;2.3219280948873626
blackmail;7;7;7;2.807354922057604
blackness;4;5;5;1.9219280948873623
blade;18;19;19;4.142664355548851
blanket;10;12;12;3.2516291673878226
bleach;8;8;8;3.0
blend;3;4;4;1.5
blessing;24;29;29;4.487122805397798
blimp;8;9;9;2.94770277922009
blind;15;20;20;3.5464393446710156
blizzard;7;7;7;2.807354922057604
blob;8;9;9;2.94770277922009
bloc;15;16;16;3.875
block;59;108;108;5.384931511624563
blockade;40;64;64;4.835479296672175
blonde;5;6;6;2.2516291673878226
blood;42;83;83;4.90468882872876
bloodletting;2;2;2;1.0
bloodshed;7;7;7;2.807354922057604
bloom;7;10;10;2.6464393446710153
blossom;5;6;6;2.2516291673878226
blow;11;13;13;3.3927474104487847
blue;17;22;22;3.9705730958116843
blueprint;5;5;5;2.3219280948873626
bluff;8;8;8;3.0
blunder;6;7;7;2.521640636343318
boa;12;12;12;3.584962500721156
boar;11;14;14;3.3248629576173574
board;64;92;92;5.604339944858231
boarding;3;6;6;1.4591479170272446
boards;14;20;20;3.541446071165521
boardwalk;5;5;5;2.3219280948873626
boat;52;84;84;5.315667876377008
bobcat;2;2;2;1.0
body;273;658;658;6.693796608084793
bodybuilder;6;7;7;2.5216406363433186
bodybuilding;21;30;30;4.1898980954642875
bodyguard;17;20;20;3.9841837197791885
bog;6;6;6;2.584962500721156
boil;10;10;10;3.321928094887362
bolt;5;5;5;2.3219280948873626
bomb;27;29;29;4.694019357121935
bombardment;9;10;10;3.121928094887362
bombe;9;12;12;2.9182958340544896
bomber;9;9;9;3.169925001442312
bombing;15;17;17;3.8077635764171953
bond;78;172;172;5.668949099243277
bonding;15;18;18;3.836591668108979
bone;18;26;26;3.869299699893522
bonebed;4;4;4;2.0
bones;65;93;93;5.562163070914511
bono;6;6;6;2.584962500721156
bonobo;5;5;5;2.3219280948873626
book;396;1180;1180;6.726226887802893
booker;6;6;6;2.584962500721156
bookstore;13;13;13;3.7004397181410926
boom;26;33;33;4.5366702556565315
boon;6;6;6;2.584962500721156
boost;11;16;16;3.327819531114783
booster;9;11;11;3.0271691184406193
boot;4;4;4;2.0
booth;11;11;11;3.459431618637298
booty;20;24;24;4.220175521464346
border;123;286;286;5.734857509091624
borderland;4;4;4;2.0
borderline;5;5;5;2.3219280948873626
bore;19;23;23;4.1429146733542535
borough;43;67;67;4.975442954432932
borrowing;20;23;23;4.229871195093384
boson;6;7;7;2.521640636343318
both;109;196;196;6.096185133188419
boto;4;5;5;1.9219280948873623
bottle;35;45;45;4.958519762996341
bottom;27;63;63;3.843334496551546
boulder;5;5;5;2.3219280948873626
boulevard;21;26;26;4.23890125660263
bound;27;36;36;4.614369445886756
boundary;54;92;92;5.310350093663962
bourne;4;4;4;2.0
bout;6;11;11;2.413088436425758
bow;19;27;27;3.9302703722934553
bowl;24;32;32;4.274397470347699
bowler;16;18;18;3.9477027792200903
bowling;5;5;5;2.3219280948873626
box;26;51;51;4.092284529737169
boxer;8;8;8;3.0
boy;36;59;59;4.641638287516523
boyars;8;8;8;3.0
boycott;5;5;5;2.3219280948873626
braces;3;3;3;1.584962500721156
bracket;9;10;10;3.121928094887362
bract;14;16;16;3.75
brain;41;98;98;4.212584630463976
braincase;5;6;6;2.2516291673878226
brake;6;6;6;2.584962500721156
bran;5;5;5;2.3219280948873626
branch;102;184;184;5.89030004284333
brand;49;67;67;5.403307519464238
brass;5;5;5;2.3219280948873626
brave;4;5;5;1.9219280948873623
bravery;9;13;13;3.0269868333592873
breach;11;15;15;3.323231428797621
bread;10;16;16;3.125
breadbasket;4;5;5;1.9219280948873625
breadth;6;6;6;2.584962500721156
break;44;60;60;5.22323142879762
breakdance;3;3;3;1.584962500721156
breakdown;14;23;23;3.5883543471732335
breakthrough;17;18;18;4.058813890331201
breakup;12;23;23;3.1377226960166995
breast;3;5;5;1.5219280948873624
breath;21;26;26;4.23890125660263
breathing;6;7;7;2.5216406363433186
breed;9;13;13;2.968918563962097
breeder;4;5;5;1.9219280948873623
breeding;29;44;44;4.632965073714562
brethren;6;8;8;2.4056390622295662
breviary;8;9;9;2.94770277922009
brevicaulis;3;3;3;1.584962500721156
brevity;5;5;5;2.3219280948873626
brewery;12;12;12;3.584962500721156
brewhouse;6;6;6;2.584962500721156
brick;54;85;85;5.3515539130683685
bride;9;14;14;2.699513850319966
bridge;41;60;60;4.994739663055175
brief;22;31;31;4.102377860175046
briefing;8;8;8;3.0
brigade;22;27;27;4.32859953904025
broach;5;5;5;2.3219280948873626
broad;7;9;9;2.725480556997868
broadcast;48;68;68;5.3303460257302815
broker;10;11;11;3.2776134368191165
bromide;4;4;4;2.0
bronchitis;4;5;5;1.9219280948873623
brontosaurus;15;20;20;3.7841837197791888
bronze;21;35;35;3.9281658735933154
brook;3;3;3;1.584962500721156
brother;154;354;354;6.046992038317697
brotherhood;5;7;7;2.2359263506290326
brown;21;24;24;4.303508854797679
browser;4;4;4;2.0
browsing;5;6;6;2.2516291673878226
brunt;5;7;7;2.235926350629033
brush;11;11;11;3.459431618637298
brutality;12;17;17;3.454822399946607
bubble;16;17;17;3.969815782426811
buccaneer;5;5;5;2.3219280948873626
budget;58;88;88;5.448139363413541
buffalo;10;11;11;3.277613436819116
buffer;12;12;12;3.584962500721156
bug;5;5;5;2.3219280948873626
bugle;5;5;5;2.3219280948873626
builder;25;31;31;4.478232197413861
building;234;520;520;6.734872610323815
bulb;21;25;25;4.323856189774724
bulge;4;4;4;2.0
bulk;18;42;42;3.2456635146634163
bull;24;46;46;4.177558761254977
bullet;11;13;13;3.3927474104487847
bunch;4;4;4;2.0
burden;20;27;27;4.134336113194452
bureau;4;4;4;2.0
bureaucracy;19;20;20;4.221928094887362
burgess;25;31;31;4.567099536193328
burgh;4;4;4;2.0
burhs;10;14;14;3.09306920777189
burial;37;52;52;4.878230343099489
burn;50;70;70;5.2783755482401515
burner;4;4;4;2.0
burning;9;21;21;2.5207474747403578
burnside;7;10;10;2.6464393446710157
burrow;14;14;14;3.8073549220576055
burst;9;11;11;3.0957952550009344
bus;46;70;70;5.245364402931721
bush;5;5;5;2.3219280948873626
bushland;7;7;7;2.807354922057604
business;86;156;156;5.838125661820305
businessman;10;11;11;3.2776134368191165
bust;7;8;8;2.75
butane;4;5;5;1.9219280948873623
butter;5;6;6;2.2516291673878226
butterfly;8;8;8;3.0
button;12;13;13;3.5465935642949384
buyer;6;6;6;2.584962500721156
buying;8;10;10;2.9219280948873623
byproduct;6;11;11;2.368522527728207
byte;29;37;37;4.736216203349841
bytes;5;5;5;2.3219280948873626
byzantine;46;79;79;4.9239107369024895
c;27;46;46;4.449995043334096
ca;7;8;8;2.75
cab;7;7;7;2.807354922057604
cabin;31;41;41;4.698538589772867
cabinet;28;58;58;4.308147970783939
cable;23;35;35;4.237303561262862
cacique;7;7;7;2.807354922057604
cadet;5;5;5;2.3219280948873626
caesium;8;9;9;2.9477027792200903
cafe;6;9;9;2.2810361125534238
caffeine;6;7;7;2.5216406363433186
cage;4;4;4;2.0
caiman;17;24;24;3.8868421881310122
cake;23;27;27;4.43063240949075
calamity;5;6;6;2.2516291673878226
calcium;10;12;12;3.2516291673878226
calculability;4;6;6;1.7924812503605778
calculation;59;78;78;5.655666122980667
calculator;15;20;20;3.721928094887362
calculus;17;19;19;4.0374011976541135
caldera;5;5;5;2.3219280948873626
calendar;21;37;37;3.8471189884244446
calendula;4;4;4;2.0
caliph;7;11;11;2.550340709546389
caliphate;9;20;20;2.765957320949175
call;58;98;98;5.365869116836354
calligraphy;10;15;15;3.1898980954642875
calling;11;11;11;3.459431618637298
calm;4;4;4;2.0
calumet;6;6;6;2.584962500721156
calyx;5;5;5;2.3219280948873626
cam;3;3;3;1.584962500721156
camel;6;7;7;2.5216406363433186
cameo;4;5;5;1.9219280948873623
camera;61;95;95;5.512975313658232
camp;66;101;101;5.652887806906499
campaign;126;298;298;6.055060153262701
campus;45;71;71;5.146433128238808
can;213;293;293;7.361210121579949
canal;50;63;63;5.311023281419964
cancellation;5;5;5;2.3219280948873626
candida;4;4;4;2.0
candidacy;8;8;8;3.0
candidate;108;179;179;6.187625290459289
candle;10;10;10;3.321928094887362
cane;7;7;7;2.807354922057604
canine;3;4;4;1.5
caning;8;8;8;3.0
canister;9;10;10;3.1219280948873624
cannibalism;4;5;5;1.9219280948873625
cannon;15;17;17;3.8521687236032816
canoe;4;4;4;2.0
canon;42;88;88;4.681010337986743
canticle;11;11;11;3.459431618637298
canton;5;5;5;2.3219280948873626
cantons;14;15;15;3.773557262275185
cantor;7;7;7;2.807354922057604
canyon;10;15;15;3.0565647621309533
cap;13;16;16;3.577819531114783
capability;38;50;50;5.061467880199451
capacitor;6;6;6;2.584962500721156
capacity;33;60;60;4.6777471629109435
cape;5;6;6;2.2516291673878226
capita;5;13;13;1.505876255604107
capital;132;367;367;5.5486018166828215
capitalism;26;34;34;4.4885061360562135
capitalist;3;3;3;1.584962500721156
capitulation;4;5;5;1.9219280948873623
capitulum;8;14;14;2.6384600665861555
capsule;12;13;13;3.5465935642949384
captain;62;114;114;5.454306544900961
captaincy;7;11;11;2.663532754804255
captive;8;9;9;2.9477027792200903
capture;45;83;83;4.76193616087377
car;183;316;316;6.958418195770162
carat;7;7;7;2.807354922057604
caravan;5;5;5;2.3219280948873626
carbide;5;6;6;2.2516291673878226
carbine;11;11;11;3.459431618637298
carbohydrate;4;5;5;1.9219280948873623
carbon;64;165;165;4.941510752748552
carbonate;10;10;10;3.321928094887362
carboncarbon;5;5;5;2.3219280948873626
carbonhydrogen;8;10;10;2.9219280948873623
carboniferous;5;5;5;2.3219280948873626
carbonyl;4;6;6;1.9182958340544896
carboxyl;4;6;6;1.7924812503605778
carcass;5;5;5;2.3219280948873626
card;23;26;26;4.440636352673266
cardinal;21;27;27;4.208410187268527
care;62;109;109;5.534739627768902
career;112;315;315;5.697028151565728
cargo;12;13;13;3.546593564294939
caricature;8;12;12;2.792481250360578
carnival;13;13;13;3.7004397181410926
carnivore;14;14;14;3.8073549220576055
carpal;4;4;4;2.0
carpel;5;6;6;2.2516291673878226
carpentum;4;5;5;1.9219280948873623
carpet;5;5;5;2.3219280948873626
carrel;37;40;40;5.171928094887363
carriage;20;21;21;4.297079327540665
carrier;33;43;43;4.813136197106743
carrot;8;10;10;2.9219280948873623
cart;4;4;4;2.0
cartel;10;12;12;3.2516291673878226
cartoon;10;11;11;3.2776134368191165
cartridge;16;17;17;3.969815782426811
carving;11;12;12;3.4182958340544896
casbah;4;4;4;2.0
case;243;743;743;6.0010209604279945
cash;14;18;18;3.614369445886757
casket;10;10;10;3.321928094887362
cast;33;42;42;4.8122096138120884
casting;13;14;14;3.6644977792004623
castle;31;50;50;4.620631000600122
casualty;19;24;24;4.084962500721157
casuistry;4;4;4;2.0
cat;18;23;23;4.088779347361361
cataclysm;4;4;4;2.0
catalog;12;14;14;3.521640636343319
catalogue;13;22;22;3.5726236638951634
catalyst;33;64;64;4.570313189275508
catapult;4;4;4;2.0
catastrophe;4;4;4;2.0
catch;11;13;13;3.3927474104487847
catchment;2;2;2;1.0
catchphrase;8;9;9;2.94770277922009
catechism;4;4;4;2.0
catechu;4;4;4;2.0
category;86;156;156;5.858476258014205
catering;7;7;7;2.807354922057604
caterpillar;7;7;7;2.807354922057604
catfish;5;5;5;2.3219280948873626
catharsis;5;5;5;2.3219280948873626
cathedral;36;76;76;4.247616426984191
cathode;11;11;11;3.459431618637298
catholicon;5;5;5;2.3219280948873626
catkin;16;20;20;3.821928094887362
catoptrics;3;4;4;1.5
cattle;15;21;21;3.7849418274376427
caucasian;3;4;4;1.5
caucus;15;20;20;3.6841837197791887
causality;5;5;5;2.3219280948873626
cause;175;412;412;6.230236423152261
cavalry;27;33;33;4.571374711042188
cave;15;26;26;3.4540407967346805
caveat;7;8;8;2.75
cavefish;5;5;5;2.3219280948873626
cavern;3;3;3;1.584962500721156
cavity;19;27;27;3.9582291686698796
cc;7;10;10;2.6464393446710153
cdula;3;3;3;1.584962500721156
ceiling;13;13;13;3.7004397181410926
celebrant;7;9;9;2.6416041678685933
celebration;63;103;103;5.340064233123994
celebrity;19;21;21;4.201841232302569
celery;3;5;5;1.5219280948873624
cell;124;242;242;6.274160179549225
cels;8;8;8;3.0
cement;24;26;26;4.5465935642949376
cemetery;32;72;72;4.2326480090067
censor;7;10;10;2.6464393446710153
censorship;20;20;20;4.321928094887363
censure;5;5;5;2.3219280948873626
census;37;67;67;4.4268348884549065
cent;5;5;5;2.3219280948873626
centennial;5;6;6;2.2516291673878226
center;113;241;241;5.697438039861716
centimeter;6;8;8;2.5
centimetre;5;5;5;2.3219280948873626
central;48;114;114;4.951508462972801
centralisation;6;7;7;2.5216406363433186
centrality;5;6;6;2.2516291673878226
centre;110;263;263;5.707325383011191
centurion;10;12;12;3.2516291673878226
century;128;391;391;5.500820384597544
ceratopsian;4;5;5;1.9219280948873623
ceratosaur;5;5;5;2.3219280948873626
ceratosaurus;13;14;14;3.6644977792004623
cereal;6;6;6;2.584962500721156
cerebellum;4;8;8;1.75
ceremonial;9;10;10;3.121928094887362
ceremony;87;183;183;5.5857017043178
cert;1;6;6;0.0
certainty;12;12;12;3.584962500721156
certificate;14;17;17;3.690116517593666
certification;5;5;5;2.3219280948873626
certitude;6;8;8;2.5
cession;7;7;7;2.807354922057604
chain;97;211;211;5.6851765555599645
chains;51;66;66;5.483491846500067
chair;18;20;20;4.1219280948873624
chairman;14;26;26;3.266431544481697
chakra;6;6;6;2.584962500721156
challenge;48;69;69;5.280706841143909
chamber;40;61;61;5.049189181647847
chamberlain;3;3;3;1.584962500721156
champion;39;72;72;4.824177043253686
championship;82;164;164;5.784765141391567
chance;57;107;107;5.180536612488489
chancellery;15;19;19;3.6368938042627024
change;226;439;439;6.946517385420889
channel;38;48;48;5.037782031835942
chant;8;10;10;2.9219280948873623
chapel;25;36;36;4.325303558204347
chaplain;15;20;20;3.746439344671015
chapter;69;156;156;5.2362832192167446
character;337;820;820;7.031995216448714
characterisation;4;4;4;2.0
characteristic;90;174;174;5.774579325982929
characterization;12;16;16;3.5
charge;92;197;197;5.678233281142328
chariot;17;22;22;3.9705730958116843
charity;16;22;22;3.879664004902594
charm;22;26;26;4.334679141051594
chart;37;64;64;4.716578664259099
charter;36;46;46;4.958344564752663
chassis;13;14;14;3.6644977792004623
chastity;5;6;6;2.251629167387823
chatter;6;6;6;2.584962500721156
check;37;47;47;5.038319436645928
checking;11;12;12;3.418295834054489
chef;8;8;8;3.0
chemical;77;120;120;5.834713801066045
chemist;23;28;28;4.378783493486175
chemistry;46;74;74;4.992859902709393
chemotherapy;10;14;14;3.128085278891395
chess;13;16;16;3.625
chest;8;10;10;2.9219280948873623
chevalier;7;7;7;2.807354922057604
chicken;7;7;7;2.807354922057604
chief;63;104;104;5.320021229589776
chieftain;15;19;19;3.7474130395316427
child;255;664;664;7.0392149872342005
childhood;25;44;44;4.234064642253352
children;16;34;34;3.4363167975027618
chimney;9;12;12;3.0220552088742
chimneypiece;4;4;4;2.0
chimpanzee;18;30;30;3.9483943455364026
chin;5;5;5;2.3219280948873626
chlorhexidine;5;5;5;2.3219280948873626
chloride;40;61;61;5.091076994138727
chlorine;15;15;15;3.906890595608518
chloroform;10;11;11;3.2776134368191165
chloroplast;8;10;10;2.9219280948873623
choice;90;226;226;5.153465361051237
choir;27;36;36;4.593400348604437
cholera;5;7;7;2.2359263506290326
cholesterol;4;4;4;2.0
choregus;5;6;6;2.2516291673878226
chorus;17;32;32;3.5581573285181993
christian;121;204;204;6.513611739082197
chromatography;4;4;4;2.0
chromosome;13;17;17;3.5724694587701364
chronicle;38;70;70;4.48209774681916
chronicler;14;22;22;3.5680843243447145
chronology;13;14;14;3.6644977792004623
chrysanthemum;5;6;6;2.2516291673878226
chunk;4;5;5;1.9219280948873625
church;329;955;955;6.587751554643165
churchmen;7;7;7;2.807354922057604
churchyard;4;4;4;2.0
cicero;18;18;18;4.169925001442313
cigarette;7;7;7;2.807354922057604
cinema;35;45;45;4.9081939295187755
cinematographer;2;2;2;1.0
cinematography;9;9;9;3.169925001442312
cipher;33;45;45;4.771711497294858
circle;40;78;78;4.847186712870147
circuit;42;53;53;5.171132246934387
circular;12;15;15;3.456564762130954
circulation;12;14;14;3.521640636343319
circumference;6;8;8;2.4056390622295662
circumlunar;7;9;9;2.725480556997868
circumscription;14;16;16;3.702819531114783
circumstance;50;82;82;5.223482267304778
cistern;5;6;6;2.2516291673878226
citadel;28;41;41;4.399400479858468
citizen;121;272;272;6.076276540964614
citizenry;4;5;5;1.9219280948873623
citizenship;47;62;62;5.3232379962132645
city;580;1983;1983;6.528048194975693
civilian;11;12;12;3.4182958340544896
civilization;98;172;172;5.948148458626274
clade;11;16;16;3.1493974703476995
claim;127;219;219;6.407265471808591
claimant;17;18;18;4.058813890331201
clan;22;29;29;4.224721409727563
clarity;5;7;7;2.2359263506290326
clash;12;14;14;3.521640636343319
class;193;382;382;6.656203098756098
classic;27;38;38;4.372634752158322
classification;90;146;146;6.070072652193781
classifier;21;24;24;4.303508854797679
classroom;9;10;10;3.1219280948873624
clause;16;18;18;3.9477027792200903
claw;24;28;28;4.450212064914746
clay;32;41;41;4.863291943484169
cleaner;10;11;11;3.277613436819116
cleansing;5;5;5;2.3219280948873626
cleanup;10;11;11;3.2776134368191165
clearance;14;14;14;3.8073549220576055
clemency;6;6;6;2.584962500721156
clement;20;24;24;4.220175521464346
clergy;31;55;55;4.3933834148403434
clergyman;6;8;8;2.4056390622295662
cleric;14;16;16;3.75
clerk;22;29;29;4.297130563869282
clichs;6;6;6;2.584962500721156
client;18;25;25;4.023465189601646
cliff;27;38;38;4.447759830376041
climate;116;253;253;6.078461367258499
climax;7;11;11;2.550340709546389
climb;10;11;11;3.2776134368191165
cling;3;3;3;1.584962500721156
clinic;12;15;15;3.456564762130954
clock;18;24;24;3.9701755214643457
clocks;20;36;36;3.9857808213564594
clockwork;2;7;7;0.5916727785823274
cloister;18;27;27;3.7768737259943332
clone;5;7;7;2.235926350629033
close;11;28;28;2.9751060324573735
closeup;4;6;6;1.7924812503605778
closure;20;27;27;4.180451390892102
cloth;11;11;11;3.459431618637298
clothes;33;44;44;4.851365993588128
clothing;13;15;15;3.6402239289418516
cloud;52;94;94;5.150036551081384
club;97;148;148;6.116685227189632
clue;17;18;18;4.058813890331201
cluster;12;15;15;3.4565647621309536
coach;11;13;13;3.3927474104487847
coal;12;16;16;3.375
coalition;25;34;34;4.395998870534841
coast;78;284;284;4.577867170866361
coastline;17;31;31;3.708093391577498
coat;9;11;11;3.0957952550009344
coating;8;9;9;2.94770277922009
coauthor;4;6;6;1.7924812503605778
cob;11;11;11;3.459431618637298
cocoa;7;7;7;2.807354922057604
cod;4;4;4;2.0
code;172;349;349;6.684076302386546
codebreaker;3;3;3;1.584962500721156
coefficient;14;17;17;3.734521664779752
coelacanth;4;4;4;2.0
coenobia;7;7;7;2.807354922057604
coenobium;5;6;6;2.2516291673878226
coercion;12;13;13;3.5465935642949384
coexistence;7;13;13;2.5654483718208256
