label;nz;tf;TF;entropy
N:mod:A:timesharing;4;5;5;1.9219280948873623
N:mod:A:tiny;11;11;11;3.459431618637298
N:mod:A:titled;4;4;4;2.0
N:mod:A:titular;2;3;3;0.9182958340544896
N:mod:A:together;3;3;3;1.584962500721156
N:mod:A:tolerant;2;2;2;1.0
N:mod:A:top;25;33;33;4.5366702556565315
N:mod:A:topical;2;2;2;1.0
N:mod:A:total;39;75;75;4.6698251810520555
N:mod:A:totalitarian;2;3;3;0.9182958340544896
N:mod:A:tough;6;6;6;2.584962500721156
N:mod:A:touring;2;2;2;1.0
N:mod:A:toxic;8;8;8;3.0
N:mod:A:trade;11;11;11;3.459431618637298
N:mod:A:traded;2;2;2;1.0
N:mod:A:traditional;96;121;121;6.424034287019001
N:mod:A:tragic;2;5;5;0.7219280948873623
N:mod:A:trained;3;3;3;1.584962500721156
N:mod:A:transatlantic;2;2;2;1.0
N:mod:A:transcontinental;2;3;3;0.9182958340544896
N:mod:A:transformative;3;3;3;1.584962500721156
N:mod:A:transformed;2;2;2;1.0
N:mod:A:transgenic;3;4;4;1.5
N:mod:A:translucent;4;4;4;2.0
N:mod:A:translunar;3;3;3;1.584962500721156
N:mod:A:transmitted;2;2;2;1.0
N:mod:A:transnational;2;2;2;1.0
N:mod:A:transparent;4;4;4;2.0
N:mod:A:transverse;3;3;3;1.584962500721156
N:mod:A:traumatic;2;2;2;1.0
N:mod:A:traveling;3;3;3;1.584962500721156
N:mod:A:treacherous;2;2;2;1.0
N:mod:A:tremendous;7;8;8;2.75
N:mod:A:trial;2;3;3;0.9182958340544896
N:mod:A:triangular;2;2;2;1.0
N:mod:A:tribal;11;14;14;3.3787834934861767
N:mod:A:tributary;2;2;2;1.0
N:mod:A:triconsonantal;2;2;2;1.0
N:mod:A:trigonal;2;2;2;1.0
N:mod:A:trivial;3;5;5;1.3709505944546687
N:mod:A:tropical;14;22;22;3.606936732175321
N:mod:A:troubled;3;5;5;1.3709505944546687
N:mod:A:true;54;61;61;5.642054706834411
N:mod:A:tubular;2;2;2;1.0
N:mod:A:tumultuous;2;2;2;1.0
N:mod:A:turbocharged;2;3;3;0.9182958340544896
N:mod:A:turbulent;4;4;4;2.0
N:mod:A:tuscan;2;2;2;1.0
N:mod:A:twelfth;3;6;6;1.4591479170272448
N:mod:A:twin;4;4;4;2.0
N:mod:A:twinning;2;2;2;1.0
N:mod:A:typical;21;26;26;4.286790198827112
N:mod:A:tyrannical;2;2;2;1.0
N:mod:A:ugly;3;4;4;1.5
N:mod:A:ultimate;22;24;24;4.418295834054489
N:mod:A:ultrasonic;2;3;3;0.9182958340544896
N:mod:A:umbrella;2;2;2;1.0
N:mod:A:unanimous;3;4;4;1.5
N:mod:A:unauthorized;2;2;2;1.0
N:mod:A:unavoidable;2;2;2;1.0
N:mod:A:unborn;3;4;4;1.5
N:mod:A:uncertain;4;4;4;2.0
N:mod:A:unchanged;2;2;2;1.0
N:mod:A:unclassified;2;2;2;1.0
N:mod:A:uncommon;4;4;4;2.0
N:mod:A:uncompromising;2;2;2;1.0
N:mod:A:unconditional;3;3;3;1.584962500721156
N:mod:A:unconfirmed;2;2;2;1.0
N:mod:A:unconventional;4;5;5;1.9219280948873623
N:mod:A:undeniable;2;2;2;1.0
N:mod:A:undergone;2;2;2;1.0
N:mod:A:underground;12;13;13;3.5465935642949384
N:mod:A:underlying;15;15;15;3.906890595608518
N:mod:A:underwater;4;4;4;2.0
N:mod:A:undetermined;2;2;2;1.0
N:mod:A:undoubted;3;3;3;1.584962500721156
N:mod:A:undue;2;2;2;1.0
N:mod:A:uneasy;3;3;3;1.584962500721156
N:mod:A:unexpected;3;4;4;1.5
N:mod:A:unexplored;2;2;2;1.0
N:mod:A:unfavorable;1;2;2;0.0
N:mod:A:unfettered;2;2;2;1.0
N:mod:A:unflattering;2;2;2;1.0
N:mod:A:unfortunate;3;3;3;1.584962500721156
N:mod:A:unhappy;4;4;4;2.0
N:mod:A:unhyphenated;2;2;2;1.0
N:mod:A:unicameral;4;6;6;1.9182958340544896
N:mod:A:unicellular;2;2;2;1.0
N:mod:A:unidentified;3;3;3;1.584962500721156
N:mod:A:unified;7;7;7;2.807354922057604
N:mod:A:uniform;4;4;4;2.0
N:mod:A:unifying;2;2;2;1.0
N:mod:A:unintended;3;4;4;1.5
N:mod:A:unique;41;45;45;5.297300040726042
N:mod:A:unitary;3;3;3;1.584962500721156
N:mod:A:united;3;4;4;1.5
N:mod:A:universal;30;41;41;4.704993772857999
N:mod:A:unjust;2;2;2;1.0
N:mod:A:unknown;14;14;14;3.8073549220576055
N:mod:A:unlikely;3;3;3;1.584962500721156
N:mod:A:unlimited;4;5;5;1.9219280948873623
N:mod:A:unmanned;6;8;8;2.5
N:mod:A:unnamed;5;5;5;2.3219280948873626
N:mod:A:unnecessary;2;2;2;1.0
N:mod:A:unofficial;9;9;9;3.169925001442312
N:mod:A:unpaid;2;2;2;1.0
N:mod:A:unpaired;1;2;2;0.0
N:mod:A:unpleasant;4;5;5;1.9219280948873625
N:mod:A:unpopular;3;3;3;1.584962500721156
N:mod:A:unpowered;3;3;3;1.584962500721156
N:mod:A:unprecedented;7;7;7;2.807354922057604
N:mod:A:unpublished;5;5;5;2.3219280948873626
N:mod:A:unranked;2;2;2;1.0
N:mod:A:unregulated;2;3;3;0.9182958340544896
N:mod:A:unrelated;6;6;6;2.584962500721156
N:mod:A:unreliable;4;4;4;2.0
N:mod:A:unremitting;2;2;2;1.0
N:mod:A:unrounded;1;2;2;0.0
N:mod:A:unsafe;5;10;10;1.7709505944546688
N:mod:A:unsaturated;3;3;3;1.584962500721156
N:mod:A:unseen;2;2;2;1.0
N:mod:A:unsolicited;2;2;2;1.0
N:mod:A:unspecified;2;2;2;1.0
N:mod:A:unstable;5;5;5;2.3219280948873626
N:mod:A:unsuccessful;10;11;11;3.2776134368191165
N:mod:A:untapped;3;4;4;1.5
N:mod:A:untested;2;2;2;1.0
N:mod:A:untrained;2;2;2;1.0
N:mod:A:unusual;16;16;16;4.0
N:mod:A:unwanted;2;2;2;1.0
N:mod:A:upcoming;2;2;2;1.0
N:mod:A:upgraded;2;2;2;1.0
N:mod:A:upper;27;33;33;4.657882376868653
N:mod:A:upright;3;3;3;1.584962500721156
N:mod:A:urban;17;32;32;3.1061450333085068
N:mod:A:urbanized;2;2;2;1.0
N:mod:A:urgent;5;5;5;2.3219280948873626
N:mod:A:urinary;1;1;1;0.0
N:mod:A:used;45;48;48;5.45996250072116
N:mod:A:useful;14;16;16;3.75
N:mod:A:usual;15;16;16;3.875
N:mod:A:uterine;4;5;5;1.9219280948873625
N:mod:A:utmost;3;3;3;1.584962500721156
N:mod:A:utopian;5;6;6;2.2516291673878226
N:mod:A:utter;2;2;2;1.0
N:mod:A:v;8;10;10;2.9219280948873623
N:mod:A:vain;3;3;3;1.584962500721156
N:mod:A:valid;10;12;12;3.2516291673878226
N:mod:A:valuable;10;10;10;3.321928094887362
N:mod:A:variable;5;7;7;2.235926350629033
N:mod:A:varied;3;3;3;1.584962500721156
N:mod:A:various;196;271;271;7.335110086811573
N:mod:A:varying;6;7;7;2.521640636343318
N:mod:A:vascular;5;6;6;2.2516291673878226
N:mod:A:vast;28;52;52;4.1049034313963215
N:mod:A:vegetable;4;4;4;2.0
N:mod:A:vegetative;4;4;4;2.0
N:mod:A:venomous;2;2;2;1.0
N:mod:A:ventral;3;5;5;1.5219280948873624
N:mod:A:verbal;6;6;6;2.584962500721156
N:mod:A:vernacular;3;3;3;1.584962500721156
N:mod:A:versatile;2;2;2;1.0
N:mod:A:vertebrate;1;2;2;0.0
N:mod:A:vertical;10;10;10;3.321928094887362
N:mod:A:very;95;108;108;6.507157062328613
N:mod:A:vestibular;2;2;2;1.0
N:mod:A:veteran;3;3;3;1.584962500721156
N:mod:A:viable;3;5;5;1.5219280948873624
N:mod:A:victorious;4;4;4;2.0
N:mod:A:vigorous;6;7;7;2.521640636343318
N:mod:A:violent;14;18;18;3.683542362433231
N:mod:A:violet;1;2;2;0.0
N:mod:A:viral;6;8;8;2.4056390622295662
N:mod:A:virgin;2;2;2;1.0
N:mod:A:virtual;6;6;6;2.584962500721156
N:mod:A:virtuous;3;3;3;1.584962500721156
N:mod:A:visceral;2;2;2;1.0
N:mod:A:viscous;4;4;4;2.0
N:mod:A:visible;8;9;9;2.9477027792200903
N:mod:A:visual;16;20;20;3.8841837197791884
N:mod:A:vital;9;9;9;3.169925001442312
N:mod:A:vivid;2;2;2;1.0
N:mod:A:vocal;5;5;5;2.3219280948873626
N:mod:A:vocational;2;2;2;1.0
N:mod:A:voiced;2;2;2;1.0
N:mod:A:volatile;8;9;9;2.94770277922009
N:mod:A:volcanic;7;7;7;2.807354922057604
N:mod:A:voluntary;11;15;15;3.272905595320056
N:mod:A:vulnerable;1;2;2;0.0
N:mod:A:walking;3;3;3;1.584962500721156
N:mod:A:walled;3;3;3;1.584962500721156
N:mod:A:wandering;2;2;2;1.0
N:mod:A:warlike;3;3;3;1.584962500721156
N:mod:A:warm;16;18;18;3.9477027792200903
N:mod:A:warming;2;2;2;1.0
N:mod:A:warning;2;3;3;0.9182958340544896
N:mod:A:waste;4;5;5;1.9219280948873623
N:mod:A:weak;21;34;34;3.613765301961098
N:mod:A:weakly;3;4;4;1.5
N:mod:A:wealthy;11;18;18;3.1496734471867414
N:mod:A:weather;5;6;6;2.251629167387823
N:mod:A:weaving;2;2;2;1.0
N:mod:A:weekly;2;2;2;1.0
N:mod:A:weighted;1;2;2;0.0
N:mod:A:welfare;4;4;4;2.0
N:mod:A:west;6;15;15;1.6922718656836107
N:mod:A:westerly;2;2;2;1.0
N:mod:A:western;85;127;127;6.094016112419549
N:mod:A:westernmost;6;6;6;2.584962500721156
N:mod:A:wet;10;11;11;3.2776134368191165
N:mod:A:wheeled;2;2;2;1.0
N:mod:A:whimsical;2;2;2;1.0
N:mod:A:white;29;31;31;4.82516405232236
N:mod:A:whole;44;49;49;5.410628211462148
N:mod:A:wholesale;1;1;1;0.0
N:mod:A:wicked;4;5;5;1.9219280948873623
N:mod:A:wide;38;84;84;4.249056288399235
N:mod:A:widespread;32;43;43;4.690183720878767
N:mod:A:widowed;2;2;2;1.0
N:mod:A:wild;14;16;16;3.75
N:mod:A:windblown;2;2;2;1.0
N:mod:A:winning;3;4;4;1.5
N:mod:A:wireless;3;3;3;1.584962500721156
N:mod:A:wise;3;3;3;1.584962500721156
N:mod:A:wonderful;4;4;4;2.0
N:mod:A:wood;7;7;7;2.807354922057604
N:mod:A:wooded;2;2;2;1.0
N:mod:A:wooden;14;18;18;3.614369445886757
N:mod:A:woollen;2;2;2;1.0
N:mod:A:working;8;10;10;2.8464393446710154
N:mod:A:worldwide;18;21;21;4.070656113151928
N:mod:A:written;17;25;25;3.8292750707107124
N:mod:A:wrong;3;3;3;1.584962500721156
N:mod:A:x;5;5;5;2.3219280948873626
N:mod:A:y;2;2;2;1.0
N:mod:A:yearlong;3;3;3;1.584962500721156
N:mod:A:yearly;9;10;10;3.1219280948873624
N:mod:A:yellow;8;8;8;3.0
N:mod:A:yellowish;3;3;3;1.584962500721156
N:mod:A:young;56;91;91;5.498010954353304
N:mod:A:youthful;4;4;4;2.0
N:mod:A:zero;6;6;6;2.584962500721156
N:mod:As:as;78;81;81;6.26577592881054
N:mod:Prep:Per;44;56;56;5.338343091584564
N:mod:Prep:aboard;4;4;4;2.0
N:mod:Prep:about;64;90;90;5.7274754572244335
N:mod:Prep:above;27;29;29;4.720049960644813
N:mod:Prep:across;31;35;35;4.857575159678481
N:mod:Prep:after;138;207;207;6.637836296734806
N:mod:Prep:against;125;230;230;6.587465340702316
N:mod:Prep:along;39;42;42;5.231486767965347
N:mod:Prep:alongside;7;7;7;2.807354922057604
N:mod:Prep:among;83;88;88;6.337216987930901
N:mod:Prep:amongst;14;14;14;3.8073549220576055
N:mod:Prep:around;75;87;87;6.125591306487383
N:mod:Prep:as;508;777;777;8.64803168983653
N:mod:Prep:at;587;932;932;8.795527244743203
N:mod:Prep:before;63;86;86;5.735752219989841
N:mod:Prep:behind;22;29;29;4.306256857196538
N:mod:Prep:below;9;11;11;3.0957952550009344
N:mod:Prep:beneath;2;2;2;1.0
N:mod:Prep:besides;6;6;6;2.584962500721156
N:mod:Prep:between;194;367;367;7.053232037862501
N:mod:Prep:beyond;14;14;14;3.8073549220576055
N:mod:Prep:but;61;65;65;5.887677236072097
N:mod:Prep:by;582;839;839;8.929839051451486
N:mod:Prep:concerning;2;3;3;0.9182958340544896
N:mod:Prep:despite;4;4;4;2.0
N:mod:Prep:down;13;14;14;3.6644977792004623
N:mod:Prep:during;184;208;208;7.4491673022444855
N:mod:Prep:except;3;3;3;1.584962500721156
N:mod:Prep:for;949;1867;1867;9.318723287221337
N:mod:Prep:from;699;1129;1129;9.135044839090396
N:mod:Prep:in;2147;5609;5609;10.326257826379
N:mod:Prep:inside;9;10;10;3.1219280948873624
N:mod:Prep:into;184;243;243;7.296136964632484
N:mod:Prep:less;2;2;2;1.0
N:mod:Prep:like;66;72;72;5.99277378613449
N:mod:Prep:near;21;22;22;4.368522527728205
N:mod:Prep:of;3259;20212;20212;10.21024219537459
N:mod:Prep:off;13;13;13;3.7004397181410926
N:mod:Prep:on;679;1248;1248;8.76920410439316
N:mod:Prep:onto;8;8;8;3.0
N:mod:Prep:out;10;12;12;3.188721875540867
N:mod:Prep:outside;20;21;21;4.297079327540665
N:mod:Prep:over;102;182;182;6.044893504902153
N:mod:Prep:past;4;4;4;2.0
N:mod:Prep:plus;11;11;11;3.459431618637298
N:mod:Prep:regarding;11;11;11;3.459431618637298
N:mod:Prep:round;5;6;6;2.2516291673878226
N:mod:Prep:since;67;76;76;5.963590138779948
N:mod:Prep:than;99;124;124;6.3016752669736125
N:mod:Prep:through;113;120;120;6.7776424705724745
N:mod:Prep:throughout;57;67;67;5.756314750126971
N:mod:Prep:till;2;2;2;1.0
N:mod:Prep:to;968;2354;2354;9.016125113210888
N:mod:Prep:toward;15;17;17;3.8521687236032816
N:mod:Prep:towards;42;54;54;5.097299076157415
N:mod:Prep:under;121;137;137;6.785952612141802
N:mod:Prep:until;77;85;85;6.212274612582843
N:mod:Prep:up;21;29;29;3.961429270989642
N:mod:Prep:upon;37;40;40;5.153055907333276
N:mod:Prep:versus;6;6;6;2.584962500721156
N:mod:Prep:via;24;24;24;4.584962500721156
N:mod:Prep:with;722;1401;1401;8.863405973066515
N:mod:Prep:within;102;113;113;6.612127856182221
N:mod:Prep:without;69;75;75;6.058753523800377
N:nn-R:N:AD;3;9;9;0.9864267287308426
N:nn-R:N:ANOVA;2;4;4;0.8112781244591328
N:nn-R:N:APL;3;5;5;1.3709505944546687
N:nn-R:N:ASCII;2;2;2;1.0
N:nn-R:N:Aaron;2;2;2;1.0
N:nn-R:N:Abdelkader;0;0;0;0.0
N:nn-R:N:Aberdeen;2;5;5;0.7219280948873623
N:nn-R:N:Abraham;3;3;3;1.584962500721156
N:nn-R:N:Abram;3;3;3;1.584962500721156
N:nn-R:N:Abrasax;2;2;2;1.0
N:nn-R:N:Abraxas;4;4;4;2.0
N:nn-R:N:Ac;2;2;2;1.0
N:nn-R:N:Acapulco;5;6;6;2.2516291673878226
N:nn-R:N:Ada;2;2;2;1.0
N:nn-R:N:Adle;1;2;2;0.0
N:nn-R:N:Adventist;1;5;5;0.0
N:nn-R:N:Aeneas;3;3;3;1.584962500721156
N:nn-R:N:Aeschylus;2;2;2;1.0
N:nn-R:N:Afonso;2;2;2;1.0
N:nn-R:N:African;3;4;4;1.5
N:nn-R:N:Afroasiatic;2;2;2;1.0
N:nn-R:N:Afrosinia;2;2;2;1.0
N:nn-R:N:Agamemnon;2;2;2;1.0
N:nn-R:N:Agassi;2;2;2;1.0
N:nn-R:N:Agatha;2;2;2;1.0
N:nn-R:N:Agnes;2;3;3;0.9182958340544896
N:nn-R:N:Agnostina;1;1;1;0.0
N:nn-R:N:Agrippina;2;2;2;1.0
N:nn-R:N:Agulhas;1;2;2;0.0
N:nn-R:N:Ajax;4;4;4;2.0
N:nn-R:N:Akkadi;2;2;2;1.0
N:nn-R:N:Alan;2;2;2;1.0
N:nn-R:N:Alaska;4;4;4;2.0
N:nn-R:N:Albania;4;5;5;1.9219280948873623
N:nn-R:N:Alberta;6;6;6;2.584962500721156
N:nn-R:N:Albertosaurus;1;2;2;0.0
N:nn-R:N:Alboin;2;2;2;1.0
N:nn-R:N:Albuquerque;3;9;9;0.9864267287308426
N:nn-R:N:Alcott;2;2;2;1.0
N:nn-R:N:Alex;6;6;6;2.584962500721156
N:nn-R:N:Alexander;4;4;4;2.0
N:nn-R:N:Alexei;2;2;2;1.0
N:nn-R:N:Algol;2;2;2;1.0
N:nn-R:N:Alismatidae;1;2;2;0.0
N:nn-R:N:Allah;4;8;8;1.5487949406953985
N:nn-R:N:Allh;3;4;4;1.5
N:nn-R:N:Allioideae;1;2;2;0.0
N:nn-R:N:Alpes;1;1;1;0.0
N:nn-R:N:Alps;3;3;3;1.584962500721156
N:nn-R:N:Ambrose;3;4;4;1.5
N:nn-R:N:America;4;4;4;2.0
N:nn-R:N:American;11;32;32;2.85845859334435
N:nn-R:N:Amrica;3;3;3;1.584962500721156
N:nn-R:N:Amsterdam;2;2;2;1.0
N:nn-R:N:Anacreon;2;2;2;1.0
N:nn-R:N:Anasazi;2;3;3;0.9182958340544896
N:nn-R:N:Anatolia;4;5;5;1.9219280948873623
N:nn-R:N:Anaximander;2;2;2;1.0
N:nn-R:N:Ancyra;1;1;1;0.0
N:nn-R:N:Andrew;2;2;2;1.0
N:nn-R:N:Androstephium;2;2;2;1.0
N:nn-R:N:Angeli;0;0;0;0.0
N:nn-R:N:Anglican;7;15;15;2.4729055953200563
N:nn-R:N:Anglicanism;2;2;2;1.0
N:nn-R:N:Angola;3;3;3;1.584962500721156
N:nn-R:N:Angst;2;2;2;1.0
N:nn-R:N:Anne;2;2;2;1.0
N:nn-R:N:Antilles;1;3;3;0.0
N:nn-R:N:Antony;3;4;4;1.5
N:nn-R:N:Apatosaurus;2;2;2;1.0
N:nn-R:N:Aphrodite;5;5;5;2.3219280948873626
N:nn-R:N:Apollo;7;8;8;2.75
N:nn-R:N:Arab;2;2;2;1.0
N:nn-R:N:Arabia;1;2;2;0.0
N:nn-R:N:Arabic;3;21;21;1.2009102795095283
N:nn-R:N:Araceae;1;2;2;0.0
N:nn-R:N:Arachne;1;1;1;0.0
N:nn-R:N:Aragn;1;3;3;0.0
N:nn-R:N:Aramaic;1;2;2;0.0
N:nn-R:N:Ares;2;2;2;1.0
N:nn-R:N:Aristophanes;2;2;2;1.0
N:nn-R:N:Aristotle;3;3;3;1.584962500721156
N:nn-R:N:Armenia;6;6;6;2.584962500721156
N:nn-R:N:Arnegisclus;1;1;1;0.0
N:nn-R:N:Arslan;1;5;5;0.0
N:nn-R:N:AsO;2;2;2;1.0
N:nn-R:N:Ashoka;2;6;6;0.6500224216483541
N:nn-R:N:Asia;4;17;17;0.9519940819087833
N:nn-R:N:Asian;2;3;3;0.9182958340544896
N:nn-R:N:Asparagales;1;2;2;0.0
N:nn-R:N:Asteroideae;2;2;2;1.0
N:nn-R:N:Athena;1;1;1;0.0
N:nn-R:N:Athens;2;2;2;1.0
N:nn-R:N:Atlanta;2;2;2;1.0
N:nn-R:N:Attila;3;3;3;1.584962500721156
N:nn-R:N:Audi;7;8;8;2.75
N:nn-R:N:Augustine;1;2;2;0.0
N:nn-R:N:Augustus;3;6;6;1.2516291673878228
N:nn-R:N:Australia;3;4;4;1.5
N:nn-R:N:Austria;2;3;3;0.9182958340544896
N:nn-R:N:BC;6;12;12;2.125814583693911
N:nn-R:N:BCE;2;2;2;1.0
N:nn-R:N:BMW;1;2;2;0.0
N:nn-R:N:Badis;0;0;0;0.0
N:nn-R:N:Baptists;3;5;5;1.5219280948873624
N:nn-R:N:Bastet;2;2;2;1.0
N:nn-R:N:Benedicti;0;0;0;0.0
N:nn-R:N:Bensinger;2;2;2;1.0
N:nn-R:N:Bernal;1;1;1;0.0
N:nn-R:N:Biche;0;0;0;0.0
N:nn-R:N:Bo;2;2;2;1.0
N:nn-R:N:Botaneiates;2;3;3;0.9182958340544896
N:nn-R:N:Boulogne;1;2;2;0.0
N:nn-R:N:Bouvines;1;1;1;0.0
N:nn-R:N:Brethren;2;2;2;1.0
N:nn-R:N:Britanniae;2;2;2;1.0
N:nn-R:N:Britannica;2;3;3;0.9182958340544896
N:nn-R:N:CPU;2;2;2;1.0
N:nn-R:N:Caesar;2;2;2;1.0
N:nn-R:N:Calchas;1;3;3;0.0
N:nn-R:N:Caligula;1;2;2;0.0
N:nn-R:N:Callisthenes;3;4;4;1.5
N:nn-R:N:Campo;1;2;2;0.0
N:nn-R:N:Canada;4;4;4;2.0
N:nn-R:N:Canadian;2;2;2;1.0
N:nn-R:N:Cancer;3;5;5;1.5219280948873624
N:nn-R:N:Carroll;0;0;0;0.0
N:nn-R:N:Carthage;2;2;2;1.0
N:nn-R:N:Catholic;2;3;3;0.9182958340544896
N:nn-R:N:Caucasus;1;4;4;0.0
N:nn-R:N:Ce;2;2;2;1.0
N:nn-R:N:Ceres;1;2;2;0.0
N:nn-R:N:Charcot;1;1;1;0.0
N:nn-R:N:Chausses;2;2;2;1.0
N:nn-R:N:Christ;1;1;1;0.0
N:nn-R:N:Christianity;4;6;6;1.7924812503605778
N:nn-R:N:Christie;2;2;2;1.0
N:nn-R:N:Claudius;4;6;6;1.7924812503605778
N:nn-R:N:Cluny;2;2;2;1.0
N:nn-R:N:Clytemnestra;3;3;3;1.584962500721156
N:nn-R:N:Cm;2;2;2;1.0
N:nn-R:N:Columbia;3;3;3;1.584962500721156
N:nn-R:N:Conan;3;3;3;1.584962500721156
N:nn-R:N:Congress;8;11;11;2.7321588913645707
N:nn-R:N:Constance;1;1;1;0.0
N:nn-R:N:Cornwallis;1;3;3;0.0
N:nn-R:N:Corp;2;2;2;1.0
N:nn-R:N:Creation;7;8;8;2.75
N:nn-R:N:Crowley;4;4;4;2.0
N:nn-R:N:Cuesta;1;2;2;0.0
N:nn-R:N:Dagmar;1;2;2;0.0
N:nn-R:N:Dante;3;3;3;1.584962500721156
N:nn-R:N:Darwin;2;2;2;1.0
N:nn-R:N:Day;3;3;3;1.584962500721156
N:nn-R:N:Days;2;2;2;1.0
N:nn-R:N:Death;8;8;8;3.0
N:nn-R:N:Decelerator;1;2;2;0.0
N:nn-R:N:Delilah;3;3;3;1.584962500721156
N:nn-R:N:Deluxe;1;3;3;0.0
N:nn-R:N:Democrat;5;13;13;1.7004397181410922
N:nn-R:N:Devi;0;0;0;0.0
N:nn-R:N:Dionysia;1;10;10;0.0
N:nn-R:N:Draga;1;3;3;0.0
N:nn-R:N:Durkheim;2;3;3;0.9182958340544896
N:nn-R:N:Durrani;1;5;5;0.0
N:nn-R:N:EMAAR;1;1;1;0.0
N:nn-R:N:Ealdred;2;2;2;1.0
N:nn-R:N:Edison;2;2;2;1.0
N:nn-R:N:Edmonton;2;2;2;1.0
N:nn-R:N:Egypt;4;7;7;1.8423709931771086
N:nn-R:N:Einstein;2;2;2;1.0
N:nn-R:N:Eleleth;1;2;2;0.0
N:nn-R:N:Elizabeth;3;5;5;1.3709505944546687
N:nn-R:N:Emre;1;1;1;0.0
N:nn-R:N:England;2;3;3;0.9182958340544896
N:nn-R:N:Epicurus;1;2;2;0.0
N:nn-R:N:Ernshahr;2;2;2;1.0
N:nn-R:N:Espaola;3;7;7;1.4488156357251847
N:nn-R:N:Estrelinha;3;3;3;1.584962500721156
N:nn-R:N:Ethik;2;2;2;1.0
N:nn-R:N:Eucharist;2;7;7;0.5916727785823274
N:nn-R:N:Euripides;2;2;2;1.0
N:nn-R:N:Europe;4;5;5;1.9219280948873623
N:nn-R:N:Eutropius;1;1;1;0.0
N:nn-R:N:FIDE;1;1;1;0.0
N:nn-R:N:Factbook;1;3;3;0.0
N:nn-R:N:Finally;2;2;2;1.0
N:nn-R:N:Four;1;2;2;0.0
N:nn-R:N:Franaise;2;2;2;1.0
N:nn-R:N:Franz;1;2;2;0.0
N:nn-R:N:Futhark;1;2;2;0.0
N:nn-R:N:G;4;4;4;2.0
N:nn-R:N:GTO;3;3;3;1.584962500721156
N:nn-R:N:Gerais;0;0;0;0.0
N:nn-R:N:German;3;7;7;1.1488348542809166
N:nn-R:N:Germanicus;3;4;4;1.5
N:nn-R:N:Germany;3;3;3;1.584962500721156
N:nn-R:N:Ginsberg;2;2;2;1.0
N:nn-R:N:Gonatas;1;2;2;0.0
N:nn-R:N:Gospodarczych;2;2;2;1.0
N:nn-R:N:Gratian;1;2;2;0.0
N:nn-R:N:Greece;1;3;3;0.0
N:nn-R:N:Greek;2;2;2;1.0
N:nn-R:N:Haakon;2;2;2;1.0
N:nn-R:N:Haliotidae;1;3;3;0.0
N:nn-R:N:Haliotis;1;2;2;0.0
N:nn-R:N:Hatshepsut;2;2;2;1.0
N:nn-R:N:Hayyn;2;5;5;0.7219280948873623
N:nn-R:N:Helen;1;1;1;0.0
N:nn-R:N:Helena;2;4;4;0.8112781244591328
N:nn-R:N:Herman;1;2;2;0.0
N:nn-R:N:Hermias;2;2;2;1.0
N:nn-R:N:Herod;2;2;2;1.0
N:nn-R:N:Herodotus;1;2;2;0.0
N:nn-R:N:Hesiod;1;1;1;0.0
N:nn-R:N:Hingis;2;2;2;1.0
N:nn-R:N:Hitchcock;4;4;4;2.0
N:nn-R:N:Hollywood;2;3;3;0.9182958340544896
N:nn-R:N:Horace;1;2;2;0.0
N:nn-R:N:Hungry;2;2;2;1.0
N:nn-R:N:Huxley;2;2;2;1.0
N:nn-R:N:ICBM;1;1;1;0.0
N:nn-R:N:Ibrahim;1;3;3;0.0
N:nn-R:N:Inanna;1;2;2;0.0
N:nn-R:N:India;3;3;3;1.584962500721156
N:nn-R:N:Indian;2;2;2;1.0
N:nn-R:N:Indorum;1;1;1;0.0
N:nn-R:N:Isaac;1;2;2;0.0
N:nn-R:N:Isabella;2;2;2;1.0
N:nn-R:N:Italy;2;3;3;0.9182958340544896
N:nn-R:N:Iulii;1;3;3;0.0
N:nn-R:N:Jackson;2;2;2;1.0
N:nn-R:N:Japanese;2;2;2;1.0
N:nn-R:N:Jaunes;2;2;2;1.0
N:nn-R:N:Jerome;2;2;2;1.0
N:nn-R:N:Joan;3;3;3;1.584962500721156
N:nn-R:N:Joash;0;0;0;0.0
N:nn-R:N:Judenschaft;1;1;1;0.0
N:nn-R:N:Jung;1;1;1;0.0
N:nn-R:N:Justinian;1;3;3;0.0
N:nn-R:N:Kensington;1;2;2;0.0
N:nn-R:N:Kierkegaard;2;2;2;1.0
N:nn-R:N:Kilobyte;1;1;1;0.0
N:nn-R:N:Kitts;1;4;4;0.0
N:nn-R:N:Kontostephanos;0;0;0;0.0
N:nn-R:N:Kournikova;5;7;7;2.1280852788913944
N:nn-R:N:Kurosawa;6;6;6;2.584962500721156
N:nn-R:N:Kutalmish;2;2;2;1.0
N:nn-R:N:LA;1;4;4;0.0
N:nn-R:N:LC;1;2;2;0.0
N:nn-R:N:LCD;3;5;5;1.5219280948873624
N:nn-R:N:LMP;2;2;2;1.0
N:nn-R:N:Langenscheidt;2;2;2;1.0
N:nn-R:N:Lartius;2;2;2;1.0
N:nn-R:N:Left;3;4;4;1.5
N:nn-R:N:Lepida;2;2;2;1.0
N:nn-R:N:Lettres;4;5;5;1.9219280948873623
N:nn-R:N:Levassor;1;2;2;0.0
N:nn-R:N:Lewis;2;2;2;1.0
N:nn-R:N:Liliidae;1;2;2;0.0
N:nn-R:N:Lincoln;6;6;6;2.584962500721156
N:nn-R:N:Lisa;1;2;2;0.0
N:nn-R:N:Lisboa;2;2;2;1.0
